Name,Country,Profile,Period,Commodity,TradingDate,Contract,DeliveryPeriod,DeliveryStart,DeliveryEnd,Unit,ContractVolume,SettlementPrice
Phelix-DE/AT Base Quarter OTF Future,German-Austrian,Base,Quarter,Power OTF Future,2019-11-19,N1BQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,2208,43.75
Phelix-DE/AT Base Quarter OTF Future,German-Austrian,Base,Quarter,Power OTF Future,2019-11-19,N1BQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,2209,50.06
Phelix-DE/AT Base Quarter OTF Future,German-Austrian,Base,Quarter,Power OTF Future,2019-11-19,N1BQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,2159,51.47
Phelix-DE/AT Base Quarter OTF Future,German-Austrian,Base,Quarter,Power OTF Future,2019-11-19,N1BQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,2184,42.26
Phelix-DE/AT Base Quarter OTF Future,German-Austrian,Base,Quarter,Power OTF Future,2019-11-19,N1BQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,2208,43.51
Phelix-DE/AT Base Year OTF Future,German-Austrian,Base,Year,Power OTF Future,2019-11-19,N1BY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,45.11
Phelix-DE/AT Base Year OTF Future,German-Austrian,Base,Year,Power OTF Future,2019-11-19,N1BY,2021.01,2021-01-01,2021-12-31,EUR/MWh,8760,46.92
Phelix-DE/AT Base Year OTF Future,German-Austrian,Base,Year,Power OTF Future,2019-11-19,N1BY,2022.01,2022-01-01,2022-12-31,EUR/MWh,8760,48.09
Phelix-DE/AT Base Year OTF Future,German-Austrian,Base,Year,Power OTF Future,2019-11-19,N1BY,2023.01,2023-01-01,2023-12-31,EUR/MWh,8760,49.91
Phelix-DE/AT Peak Month OTF Future,German-Austrian,Peak,Month,Power OTF Future,2019-11-19,N1PM,2019.11,2019-11-01,2019-11-29,EUR/MWh,252,50.72
Phelix-DE/AT Peak Month OTF Future,German-Austrian,Peak,Month,Power OTF Future,2019-11-19,N1PM,2019.12,2019-12-02,2019-12-31,EUR/MWh,264,48.3
Phelix-DE/AT Peak Month OTF Future,German-Austrian,Peak,Month,Power OTF Future,2019-11-19,N1PM,2020.01,2020-01-01,2020-01-31,EUR/MWh,276,55.37
Phelix-DE/AT Peak Month OTF Future,German-Austrian,Peak,Month,Power OTF Future,2019-11-19,N1PM,2020.02,2020-02-03,2020-02-28,EUR/MWh,240,59.46
Phelix-DE/AT Peak Month OTF Future,German-Austrian,Peak,Month,Power OTF Future,2019-11-19,N1PM,2020.03,2020-03-02,2020-03-31,EUR/MWh,264,52.61
Phelix-DE/AT Peak Month OTF Future,German-Austrian,Peak,Month,Power OTF Future,2019-11-19,N1PM,2020.04,2020-04-01,2020-04-30,EUR/MWh,264,47.35
Phelix-DE/AT Peak Month OTF Future,German-Austrian,Peak,Month,Power OTF Future,2019-11-19,N1PM,2020.05,2020-05-01,2020-05-29,EUR/MWh,252,45.38
Phelix-DE/AT Peak Quarter OTF Future,German-Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N1PQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,780,55.69
Phelix-DE/AT Peak Quarter OTF Future,German-Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N1PQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,780,46.95
Phelix-DE/AT Peak Quarter OTF Future,German-Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N1PQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,792,50.75
Phelix-DE/AT Peak Quarter OTF Future,German-Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N1PQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,792,61.92
Phelix-DE/AT Peak Quarter OTF Future,German-Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N1PQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,768,63.17
Phelix-DE/AT Peak Quarter OTF Future,German-Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N1PQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,780,48.87
Phelix-DE/AT Peak Quarter OTF Future,German-Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N1PQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,792,51.2
Phelix-DE/AT Peak Year OTF Future,German-Austrian,Peak,Year,Power OTF Future,2019-11-19,N1PY,2020.01,2020-01-01,2020-12-31,EUR/MWh,3144,53.85
Phelix-DE/AT Peak Year OTF Future,German-Austrian,Peak,Year,Power OTF Future,2019-11-19,N1PY,2021.01,2021-01-01,2021-12-31,EUR/MWh,3132,56.66
Phelix-DE/AT Peak Year OTF Future,German-Austrian,Peak,Year,Power OTF Future,2019-11-19,N1PY,2022.01,2022-01-03,2022-12-30,EUR/MWh,3120,58.91
Phelix-DE/AT Peak Year OTF Future,German-Austrian,Peak,Year,Power OTF Future,2019-11-19,N1PY,2023.01,2023-01-02,2023-12-29,EUR/MWh,3120,61.07
Phelix-DE Base Month OTF Future,German,Base,Month,Power OTF Future,2019-11-19,N2BM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,40.95
Phelix-DE Base Month OTF Future,German,Base,Month,Power OTF Future,2019-11-19,N2BM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,37.4
Phelix-DE Base Month OTF Future,German,Base,Month,Power OTF Future,2019-11-19,N2BM,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,44.05
Phelix-DE Base Month OTF Future,German,Base,Month,Power OTF Future,2019-11-19,N2BM,2020.02,2020-02-01,2020-02-29,EUR/MWh,696,47.25
Phelix-DE Base Month OTF Future,German,Base,Month,Power OTF Future,2019-11-19,N2BM,2020.03,2020-03-01,2020-03-31,EUR/MWh,743,43.17
Phelix-DE Base Month OTF Future,German,Base,Month,Power OTF Future,2019-11-19,N2BM,2020.04,2020-04-01,2020-04-30,EUR/MWh,720,41.29
Phelix-DE Base Month OTF Future,German,Base,Month,Power OTF Future,2019-11-19,N2BM,2020.05,2020-05-01,2020-05-31,EUR/MWh,744,39.94
Phelix-DE Base Month OTF Future,German,Base,Month,Power OTF Future,2019-11-19,N2BM,2020.06,2020-06-01,2020-06-30,EUR/MWh,720,42.54
Phelix-DE Base Month OTF Future,German,Base,Month,Power OTF Future,2019-11-19,N2BM,2020.07,2020-07-01,2020-07-31,EUR/MWh,744,43.29
Phelix-DE Base Month OTF Future,German,Base,Month,Power OTF Future,2019-11-19,N2BM,2020.08,2020-08-01,2020-08-31,EUR/MWh,744,41.65
Phelix-DE Base Quarter OTF Future,German,Base,Quarter,Power OTF Future,2019-11-19,N2BQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,44.77
Phelix-DE Base Quarter OTF Future,German,Base,Quarter,Power OTF Future,2019-11-19,N2BQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,41.24
Phelix-DE Base Quarter OTF Future,German,Base,Quarter,Power OTF Future,2019-11-19,N2BQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,2208,43.61
Phelix-DE Base Quarter OTF Future,German,Base,Quarter,Power OTF Future,2019-11-19,N2BQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,2209,49.59
Phelix-DE Base Quarter OTF Future,German,Base,Quarter,Power OTF Future,2019-11-19,N2BQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,2159,50.95
Phelix-DE Base Quarter OTF Future,German,Base,Quarter,Power OTF Future,2019-11-19,N2BQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,2184,42.14
Phelix-DE Base Quarter OTF Future,German,Base,Quarter,Power OTF Future,2019-11-19,N2BQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,2208,43.39
Phelix-DE Base Quarter OTF Future,German,Base,Quarter,Power OTF Future,2019-11-19,N2BQ,2021.10,2021-10-01,2021-12-31,EUR/MWh,2209,49.95
Phelix-DE Base Year OTF Futures,German,Base,Year,Power OTF Future,2019-11-19,N2BY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,44.81
Phelix-DE Base Year OTF Futures,German,Base,Year,Power OTF Future,2019-11-19,N2BY,2021.01,2021-01-01,2021-12-31,EUR/MWh,8760,46.6
Phelix-DE Base Year OTF Futures,German,Base,Year,Power OTF Future,2019-11-19,N2BY,2022.01,2022-01-01,2022-12-31,EUR/MWh,8760,47.78
Phelix-DE Base Year OTF Futures,German,Base,Year,Power OTF Future,2019-11-19,N2BY,2023.01,2023-01-01,2023-12-31,EUR/MWh,8760,49.6
Phelix-DE Base Year OTF Futures,German,Base,Year,Power OTF Future,2019-11-19,N2BY,2024.01,2024-01-01,2024-12-31,EUR/MWh,8784,50.64
Phelix-DE Base Year OTF Futures,German,Base,Year,Power OTF Future,2019-11-19,N2BY,2025.01,2025-01-01,2025-12-31,EUR/MWh,8760,51.19
Phelix-DE Peak Month OTF Future,German,Peak,Month,Power OTF Future,2019-11-19,N2PM,2019.11,2019-11-01,2019-11-29,EUR/MWh,252,50.42
Phelix-DE Peak Month OTF Future,German,Peak,Month,Power OTF Future,2019-11-19,N2PM,2019.12,2019-12-02,2019-12-31,EUR/MWh,264,47.77
Phelix-DE Peak Month OTF Future,German,Peak,Month,Power OTF Future,2019-11-19,N2PM,2020.01,2020-01-01,2020-01-31,EUR/MWh,276,54.71
Phelix-DE Peak Month OTF Future,German,Peak,Month,Power OTF Future,2019-11-19,N2PM,2020.02,2020-02-03,2020-02-28,EUR/MWh,240,58.84
Phelix-DE Peak Month OTF Future,German,Peak,Month,Power OTF Future,2019-11-19,N2PM,2020.03,2020-03-02,2020-03-31,EUR/MWh,264,52.06
Phelix-DE Peak Month OTF Future,German,Peak,Month,Power OTF Future,2019-11-19,N2PM,2020.04,2020-04-01,2020-04-30,EUR/MWh,264,47.18
Phelix-DE Peak Month OTF Future,German,Peak,Month,Power OTF Future,2019-11-19,N2PM,2020.05,2020-05-01,2020-05-29,EUR/MWh,252,45.24
Phelix-DE Peak Quarter OTF Future,German,Peak,Quarter,Power OTF Future,2019-11-19,N2PQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,780,55.08
Phelix-DE Peak Quarter OTF Future,German,Peak,Quarter,Power OTF Future,2019-11-19,N2PQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,780,46.76
Phelix-DE Peak Quarter OTF Future,German,Peak,Quarter,Power OTF Future,2019-11-19,N2PQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,792,50.55
Phelix-DE Peak Quarter OTF Future,German,Peak,Quarter,Power OTF Future,2019-11-19,N2PQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,792,61.37
Phelix-DE Peak Quarter OTF Future,German,Peak,Quarter,Power OTF Future,2019-11-19,N2PQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,768,62.59
Phelix-DE Peak Quarter OTF Future,German,Peak,Quarter,Power OTF Future,2019-11-19,N2PQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,780,48.72
Phelix-DE Peak Quarter OTF Future,German,Peak,Quarter,Power OTF Future,2019-11-19,N2PQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,792,51.04
Phelix-DE Peak Year OTF Futures,German,Peak,Year,Power OTF Future,2019-11-19,N2PY,2020.01,2020-01-01,2020-12-31,EUR/MWh,3144,53.46
Phelix-DE Peak Year OTF Futures,German,Peak,Year,Power OTF Future,2019-11-19,N2PY,2021.01,2021-01-01,2021-12-31,EUR/MWh,3132,56.25
Phelix-DE Peak Year OTF Futures,German,Peak,Year,Power OTF Future,2019-11-19,N2PY,2022.01,2022-01-03,2022-12-30,EUR/MWh,3120,58.54
Phelix-DE Peak Year OTF Futures,German,Peak,Year,Power OTF Future,2019-11-19,N2PY,2023.01,2023-01-02,2023-12-29,EUR/MWh,3120,60.73
Phelix-DE Peak Year OTF Futures,German,Peak,Year,Power OTF Future,2019-11-19,N2PY,2024.01,2024-01-01,2024-12-31,EUR/MWh,3144,62.54
Phelix-DE Peak Year OTF Futures,German,Peak,Year,Power OTF Future,2019-11-19,N2PY,2025.01,2025-01-01,2025-12-31,EUR/MWh,3132,62.49
Phelix-AT Base Month OTF Future,Austrian,Base,Month,Power OTF Future,2019-11-19,N3BM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,43.31
Phelix-AT Base Month OTF Future,Austrian,Base,Month,Power OTF Future,2019-11-19,N3BM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,41.96
Phelix-AT Base Month OTF Future,Austrian,Base,Month,Power OTF Future,2019-11-19,N3BM,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,49.23
Phelix-AT Base Month OTF Future,Austrian,Base,Month,Power OTF Future,2019-11-19,N3BM,2020.02,2020-02-01,2020-02-29,EUR/MWh,696,51.8
Phelix-AT Base Month OTF Future,Austrian,Base,Month,Power OTF Future,2019-11-19,N3BM,2020.03,2020-03-01,2020-03-31,EUR/MWh,743,46.95
Phelix-AT Base Month OTF Future,Austrian,Base,Month,Power OTF Future,2019-11-19,N3BM,2020.04,2020-04-01,2020-04-30,EUR/MWh,720,42.61
Phelix-AT Base Month OTF Future,Austrian,Base,Month,Power OTF Future,2019-11-19,N3BM,2020.05,2020-05-01,2020-05-31,EUR/MWh,744,40.99
Phelix-AT Base Quarter OTF Future,Austrian,Base,Quarter,Power OTF Future,2019-11-19,N3BQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,49.27
Phelix-AT Base Quarter OTF Future,Austrian,Base,Quarter,Power OTF Future,2019-11-19,N3BQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,42.45
Phelix-AT Base Quarter OTF Future,Austrian,Base,Quarter,Power OTF Future,2019-11-19,N3BQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,2208,45
Phelix-AT Base Quarter OTF Future,Austrian,Base,Quarter,Power OTF Future,2019-11-19,N3BQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,2209,54.29
Phelix-AT Base Quarter OTF Future,Austrian,Base,Quarter,Power OTF Future,2019-11-19,N3BQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,2159,56.1
Phelix-AT Base Quarter OTF Future,Austrian,Base,Quarter,Power OTF Future,2019-11-19,N3BQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,2184,43.29
Phelix-AT Base Quarter OTF Future,Austrian,Base,Quarter,Power OTF Future,2019-11-19,N3BQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,2208,44.59
Phelix-AT Base Year OTF Future,Austrian,Base,Year,Power OTF Future,2019-11-19,N3BY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,47.76
Phelix-AT Base Year OTF Future,Austrian,Base,Year,Power OTF Future,2019-11-19,N3BY,2021.01,2021-01-01,2021-12-31,EUR/MWh,8760,49.77
Phelix-AT Base Year OTF Future,Austrian,Base,Year,Power OTF Future,2019-11-19,N3BY,2022.01,2022-01-01,2022-12-31,EUR/MWh,8760,50.91
Phelix-AT Base Year OTF Future,Austrian,Base,Year,Power OTF Future,2019-11-19,N3BY,2023.01,2023-01-01,2023-12-31,EUR/MWh,8760,52.73
Phelix-AT Base Year OTF Future,Austrian,Base,Year,Power OTF Future,2019-11-19,N3BY,2024.01,2024-01-01,2024-12-31,EUR/MWh,8784,53.84
Phelix-AT Base Year OTF Future,Austrian,Base,Year,Power OTF Future,2019-11-19,N3BY,2025.01,2025-01-01,2025-12-31,EUR/MWh,8760,54.42
Phelix-AT Peak Month OTF Future,Austrian,Peak,Month,Power OTF Future,2019-11-19,N3PM,2019.11,2019-11-01,2019-11-29,EUR/MWh,252,53.38
Phelix-AT Peak Month OTF Future,Austrian,Peak,Month,Power OTF Future,2019-11-19,N3PM,2019.12,2019-12-02,2019-12-31,EUR/MWh,264,53.05
Phelix-AT Peak Month OTF Future,Austrian,Peak,Month,Power OTF Future,2019-11-19,N3PM,2020.01,2020-01-01,2020-01-31,EUR/MWh,276,61.26
Phelix-AT Peak Month OTF Future,Austrian,Peak,Month,Power OTF Future,2019-11-19,N3PM,2020.02,2020-02-03,2020-02-28,EUR/MWh,240,65.01
Phelix-AT Peak Month OTF Future,Austrian,Peak,Month,Power OTF Future,2019-11-19,N3PM,2020.03,2020-03-02,2020-03-31,EUR/MWh,264,57.7
Phelix-AT Peak Month OTF Future,Austrian,Peak,Month,Power OTF Future,2019-11-19,N3PM,2020.04,2020-04-01,2020-04-30,EUR/MWh,264,48.83
Phelix-AT Peak Month OTF Future,Austrian,Peak,Month,Power OTF Future,2019-11-19,N3PM,2020.05,2020-05-01,2020-05-29,EUR/MWh,252,46.59
Phelix-AT Peak Quarter OTF Future,Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N3PQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,780,61.21
Phelix-AT Peak Quarter OTF Future,Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N3PQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,780,48.62
Phelix-AT Peak Quarter OTF Future,Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N3PQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,792,52.53
Phelix-AT Peak Quarter OTF Future,Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N3PQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,792,66.85
Phelix-AT Peak Quarter OTF Future,Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N3PQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,768,68.42
Phelix-AT Peak Quarter OTF Future,Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N3PQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,780,50.23
Phelix-AT Peak Quarter OTF Future,Austrian,Peak,Quarter,Power OTF Future,2019-11-19,N3PQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,792,52.63
Phelix-AT Peak Year OTF Future,Austrian,Peak,Year,Power OTF Future,2019-11-19,N3PY,2020.01,2020-01-01,2020-12-31,EUR/MWh,3144,57.32
Phelix-AT Peak Year OTF Future,Austrian,Peak,Year,Power OTF Future,2019-11-19,N3PY,2021.01,2021-01-01,2021-12-31,EUR/MWh,3132,60.31
Phelix-AT Peak Year OTF Future,Austrian,Peak,Year,Power OTF Future,2019-11-19,N3PY,2022.01,2022-01-03,2022-12-30,EUR/MWh,3120,62.27
Phelix-AT Peak Year OTF Future,Austrian,Peak,Year,Power OTF Future,2019-11-19,N3PY,2023.01,2023-01-02,2023-12-29,EUR/MWh,3120,64.13
Phelix-AT Peak Year OTF Future,Austrian,Peak,Year,Power OTF Future,2019-11-19,N3PY,2024.01,2024-01-01,2024-12-31,EUR/MWh,3144,66.01
Phelix-AT Peak Year OTF Future,Austrian,Peak,Year,Power OTF Future,2019-11-19,N3PY,2025.01,2025-01-01,2025-12-31,EUR/MWh,3132,65.99
French Base Month OTF Future,French,Base,Month,Power OTF Future,2019-11-19,N7BM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,45.59
French Base Month OTF Future,French,Base,Month,Power OTF Future,2019-11-19,N7BM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,47.59
French Base Month OTF Future,French,Base,Month,Power OTF Future,2019-11-19,N7BM,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,52.84
French Base Month OTF Future,French,Base,Month,Power OTF Future,2019-11-19,N7BM,2020.02,2020-02-01,2020-02-29,EUR/MWh,696,56.65
French Base Month OTF Future,French,Base,Month,Power OTF Future,2019-11-19,N7BM,2020.03,2020-03-01,2020-03-31,EUR/MWh,743,48.63
French Base Month OTF Future,French,Base,Month,Power OTF Future,2019-11-19,N7BM,2020.04,2020-04-01,2020-04-30,EUR/MWh,720,43.83
French Base Month OTF Future,French,Base,Month,Power OTF Future,2019-11-19,N7BM,2020.05,2020-05-01,2020-05-31,EUR/MWh,744,37.62
French Base Quarter OTF Future,French,Base,Quarter,Power OTF Future,2019-11-19,N7BQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,52.62
French Base Quarter OTF Future,French,Base,Quarter,Power OTF Future,2019-11-19,N7BQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,40.35
French Base Quarter OTF Future,French,Base,Quarter,Power OTF Future,2019-11-19,N7BQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,2208,41.6
French Base Quarter OTF Future,French,Base,Quarter,Power OTF Future,2019-11-19,N7BQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,2209,56.44
French Base Quarter OTF Future,French,Base,Quarter,Power OTF Future,2019-11-19,N7BQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,2159,58.43
French Base Quarter OTF Future,French,Base,Quarter,Power OTF Future,2019-11-19,N7BQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,2184,38.99
French Base Quarter OTF Future,French,Base,Quarter,Power OTF Future,2019-11-19,N7BQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,2208,40.34
French Base Year OTF Future,French,Base,Year,Power OTF Future,2019-11-19,N7BY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,47.76
French Base Year OTF Future,French,Base,Year,Power OTF Future,2019-11-19,N7BY,2021.01,2021-01-01,2021-12-31,EUR/MWh,8760,47.8
French Base Year OTF Future,French,Base,Year,Power OTF Future,2019-11-19,N7BY,2022.01,2022-01-01,2022-12-31,EUR/MWh,8760,47.26
French Peak Month OTF Future,French,Peak,Month,Power OTF Future,2019-11-19,N7PM,2019.11,2019-11-01,2019-11-29,EUR/MWh,252,56.52
French Peak Month OTF Future,French,Peak,Month,Power OTF Future,2019-11-19,N7PM,2019.12,2019-12-02,2019-12-31,EUR/MWh,264,60.35
French Peak Month OTF Future,French,Peak,Month,Power OTF Future,2019-11-19,N7PM,2020.01,2020-01-01,2020-01-31,EUR/MWh,276,67.76
French Peak Month OTF Future,French,Peak,Month,Power OTF Future,2019-11-19,N7PM,2020.02,2020-02-03,2020-02-28,EUR/MWh,240,71.51
French Peak Month OTF Future,French,Peak,Month,Power OTF Future,2019-11-19,N7PM,2020.03,2020-03-02,2020-03-31,EUR/MWh,264,57.37
French Peak Quarter OTF Future,French,Peak,Quarter,Power OTF Future,2019-11-19,N7PQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,780,65.4
French Peak Quarter OTF Future,French,Peak,Quarter,Power OTF Future,2019-11-19,N7PQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,780,48.47
French Peak Quarter OTF Future,French,Peak,Quarter,Power OTF Future,2019-11-19,N7PQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,792,50.23
French Peak Quarter OTF Future,French,Peak,Quarter,Power OTF Future,2019-11-19,N7PQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,792,71.93
French Peak Quarter OTF Future,French,Peak,Quarter,Power OTF Future,2019-11-19,N7PQ,2021.01,2021-01-01,2021-03-31,EUR/MWh,768,73.37
French Peak Quarter OTF Future,French,Peak,Quarter,Power OTF Future,2019-11-19,N7PQ,2021.04,2021-04-01,2021-06-30,EUR/MWh,780,49.18
French Peak Quarter OTF Future,French,Peak,Quarter,Power OTF Future,2019-11-19,N7PQ,2021.07,2021-07-01,2021-09-30,EUR/MWh,792,51.12
French Peak Year OTF Future,French,Peak,Year,Power OTF Future,2019-11-19,N7PY,2020.01,2020-01-01,2020-12-31,EUR/MWh,3144,59.02
French Peak Year OTF Future,French,Peak,Year,Power OTF Future,2019-11-19,N7PY,2021.01,2021-01-01,2021-12-31,EUR/MWh,3132,61.25
French Peak Year OTF Future,French,Peak,Year,Power OTF Future,2019-11-19,N7PY,2022.01,2022-01-03,2022-12-30,EUR/MWh,3120,61.73
French Peak Year OTF Future,French,Peak,Year,Power OTF Future,2019-11-19,N7PY,2023.01,2023-01-02,2023-12-29,EUR/MWh,3120,62.32
French Peak Day Future,French,Peak,Day,Power,2019-11-19,P719,2019.11,2019-11-19,2019-11-19,EUR/MWh,12,73.91
French Peak Day Future,French,Peak,Day,Power,2019-11-19,P720,2019.11,2019-11-20,2019-11-20,EUR/MWh,12,66.56
French Peak Day Future,French,Peak,Day,Power,2019-11-19,P721,2019.11,2019-11-21,2019-11-21,EUR/MWh,12,62.25
French Peak Day Future,French,Peak,Day,Power,2019-11-19,P722,2019.11,2019-11-22,2019-11-22,EUR/MWh,12,55
French Peak Day Future,French,Peak,Day,Power,2019-11-19,P723,2019.11,2019-11-23,2019-11-23,EUR/MWh,12,41.79
French Peak Day Future,French,Peak,Day,Power,2019-11-19,P724,2019.11,2019-11-24,2019-11-24,EUR/MWh,12,33.57
French Peak Day Future,French,Peak,Day,Power,2019-11-19,P725,2019.11,2019-11-25,2019-11-25,EUR/MWh,12,52.43
PXE Hungarian Peak Day Future,Hungarian,Peak,Day,Power,2019-11-19,P919,2019.11,2019-11-19,2019-11-19,EUR/MWh,12,57.3
PXE Hungarian Peak Day Future,Hungarian,Peak,Day,Power,2019-11-19,P920,2019.11,2019-11-20,2019-11-20,EUR/MWh,12,66.76
PXE Hungarian Peak Day Future,Hungarian,Peak,Day,Power,2019-11-19,P921,2019.11,2019-11-21,2019-11-21,EUR/MWh,12,63.43
PXE Hungarian Peak Day Future,Hungarian,Peak,Day,Power,2019-11-19,P922,2019.11,2019-11-22,2019-11-22,EUR/MWh,12,57.27
PXE Hungarian Peak Day Future,Hungarian,Peak,Day,Power,2019-11-19,P923,2019.11,2019-11-23,2019-11-23,EUR/MWh,12,50.25
PXE Hungarian Peak Day Future,Hungarian,Peak,Day,Power,2019-11-19,P924,2019.11,2019-11-24,2019-11-24,EUR/MWh,12,39.58
PXE Hungarian Peak Day Future,Hungarian,Peak,Day,Power,2019-11-19,P925,2019.11,2019-11-25,2019-11-25,EUR/MWh,12,56.82
Italian Peak Day Future,Italian,Peak,Day,Power,2019-11-19,PD19,2019.11,2019-11-19,2019-11-19,EUR/MWh,12,70.45
Italian Peak Day Future,Italian,Peak,Day,Power,2019-11-19,PD20,2019.11,2019-11-20,2019-11-20,EUR/MWh,12,64.18
Italian Peak Day Future,Italian,Peak,Day,Power,2019-11-19,PD21,2019.11,2019-11-21,2019-11-21,EUR/MWh,12,63.5
Italian Peak Day Future,Italian,Peak,Day,Power,2019-11-19,PD22,2019.11,2019-11-22,2019-11-22,EUR/MWh,12,58.77
Italian Peak Day Future,Italian,Peak,Day,Power,2019-11-19,PD23,2019.11,2019-11-23,2019-11-23,EUR/MWh,12,41.41
Italian Peak Day Future,Italian,Peak,Day,Power,2019-11-19,PD24,2019.11,2019-11-24,2019-11-24,EUR/MWh,12,40.59
Italian Peak Day Future,Italian,Peak,Day,Power,2019-11-19,PD25,2019.11,2019-11-25,2019-11-25,EUR/MWh,12,53.54
PXE Czech Peak Day Future,Czech,Peak,Day,Power,2019-11-19,PX19,2019.11,2019-11-19,2019-11-19,EUR/MWh,12,50.48
PXE Czech Peak Day Future,Czech,Peak,Day,Power,2019-11-19,PX20,2019.11,2019-11-20,2019-11-20,EUR/MWh,12,66.76
PXE Czech Peak Day Future,Czech,Peak,Day,Power,2019-11-19,PX21,2019.11,2019-11-21,2019-11-21,EUR/MWh,12,59.93
PXE Czech Peak Day Future,Czech,Peak,Day,Power,2019-11-19,PX22,2019.11,2019-11-22,2019-11-22,EUR/MWh,12,58.88
PXE Czech Peak Day Future,Czech,Peak,Day,Power,2019-11-19,PX23,2019.11,2019-11-23,2019-11-23,EUR/MWh,12,45.09
PXE Czech Peak Day Future,Czech,Peak,Day,Power,2019-11-19,PX24,2019.11,2019-11-24,2019-11-24,EUR/MWh,12,35.81
PXE Czech Peak Day Future,Czech,Peak,Day,Power,2019-11-19,PX25,2019.11,2019-11-25,2019-11-25,EUR/MWh,12,49.56
Dutch Base Week Future,Dutch,Base,Week,Power,2019-11-19,Q0B1,2019.11,2019-11-25,2019-12-01,EUR/MWh,168,39
