Name,Country,Profile,Period,Commodity,TradingDate,ExpiryDate,Contract,Underlying,Maturity,DeliveryStart,DeliveryEnd,Unit,ContractVolume,Type,Strike,SettlementPrice
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,59,14.97
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,59.5,15.467
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,60,15.964
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,60.5,16.462
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,61,16.96
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,61.5,17.458
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,45.5,2.773
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,46,3.105
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,46.5,3.456
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,47,3.823
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,47.5,4.207
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,42.5,1.213
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,43,1.418
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,43.5,1.646
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,44,1.896
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,44.5,2.167
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,45,2.459
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,47,0.873
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,47.5,0.757
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,48,0.655
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,48.5,0.565
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,49,0.487
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,71,19.84
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,71.5,20.34
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,68,16.84
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,68.5,17.34
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,69,17.84
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,69.5,18.34
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,70,18.84
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,70.5,19.34
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,65,13.84
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,65.5,14.34
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,66,14.84
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,66.5,15.34
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,67,15.84
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,67.5,16.34
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,62,10.841
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,62.5,11.341
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,63,11.84
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,63.5,12.34
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,64,12.84
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,64.5,13.34
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,59,7.849
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,59.5,8.346
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,39,6.145
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,39.5,5.661
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,40,5.184
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,40.5,4.714
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,41,4.255
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,41.5,3.81
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,31,14.11
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,31.5,13.61
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,32,13.11
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,55,9.898
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,55.5,10.396
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,56,10.894
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,29.5,15.61
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,30,15.11
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,30.5,14.61
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,52,6.936
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,52.5,7.425
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,53,7.916
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,53.5,8.41
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,54,8.905
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,54.5,9.401
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,42,1.029
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,44,1.946
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,44.5,1.717
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,45,1.509
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,45.5,1.323
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,46,1.155
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,46.5,1.006
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,41,3.773
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,41.5,3.416
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,42,3.079
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,42.5,2.763
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,43,2.468
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,43.5,2.196
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,57,12.99
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,57.5,13.484
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,58,13.979
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,58.5,14.474
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,40,4.542
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,40.5,4.149
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,54,10.055
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,54.5,10.54
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,55,11.027
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,36.5,0.004
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,37,0.006
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,23,22.11
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,50.5,5.493
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,51,5.969
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,51.5,6.45
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,43,0.477
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,43.5,0.618
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,44,0.788
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,44.5,0.99
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,45,1.224
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,36,0.002
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,38.5,6.634
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,28,17.11
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,41,0.145
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,41.5,0.2
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,42,0.271
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,P,42.5,0.362
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,35.5,9.611
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,36,9.112
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2019-12-12,O1BY,F1BY 2020.01,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,C,36.5,8.614
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,60,8.844
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,60.5,9.343
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,61,9.842
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,61.5,10.341
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,56,4.914
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,56.5,5.393
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,57,5.878
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,57.5,6.367
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,58,6.859
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,58.5,7.354
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,53,2.275
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,53.5,2.67
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,54,3.088
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,54.5,3.525
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,55,3.977
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,55.5,4.441
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,50,0.595
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,50.5,0.782
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,51,1.008
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,51.5,1.271
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,52,1.572
Italian Base Month Option,Italian,Base,Month,Options,2019-11-19,2019-11-26,ODBM,FDBM 2019.12,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,P,52.5,1.908
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,55.5,11.515
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,56,12.005
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,56.5,12.497
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,51,7.216
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,51.5,7.679
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,52,8.146
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,52.5,8.618
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,53,9.094
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,53.5,9.573
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,48,4.605
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,48.5,5.015
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,49,5.437
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,49.5,5.87
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,50,6.311
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,50.5,6.76
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,63,0.005
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,C,63.5,0.004
Phelix-DE Base Month Option,German,Base,Month,Options,2019-11-19,2019-12-19,O2BM,DEBM 2020.01,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,P,40,0.492
