Name,Country,Profile,Period,Commodity,TradingDate,ExpiryDate,Contract,Underlying,Maturity,DeliveryStart,DeliveryEnd,Unit,ContractVolume,Type,Strike,SettlementPrice
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2020-06-25,O1BY,F1BY 2021.01,2020.07,2021-01-01,2021-12-31,EUR/MWh,8760,C,55.5,0.908
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2020-06-25,O1BY,F1BY 2021.01,2020.07,2021-01-01,2021-12-31,EUR/MWh,8760,C,56,0.845
Phelix-DE/AT Base Year Option,German-Austrian,Base,Year,Options,2019-11-19,2020-06-25,O1BY,F1BY 2021.01,2020.07,2021-01-01,2021-12-31,EUR/MWh,8760,C,56.5,0.788
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2019-12-19,ODBQ,FDBQ 2020.01,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,C,58.5,0.851
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,58.5,8.401
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,59,8.832
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,59.5,9.269
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,60,9.711
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,55.5,5.96
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,56,6.346
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,56.5,6.741
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,57,7.145
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,57.5,7.557
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,58,7.975
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,52.5,3.877
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,53,4.194
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,53.5,4.523
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,54,4.865
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,54.5,5.219
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,55,5.584
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,49.5,2.281
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,50,2.51
Italian Base Quarter Option,Italian,Base,Quarter,Options,2019-11-19,2020-03-26,ODBQ,FDBQ 2020.04,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,P,50.5,2.754
